"울산광역시","문구용품 및 회화용품 소매업",21,51,6174,5740,4222,658,322,537,636
"울산광역시","의약품 및 의료용품 소매업",74,237,81030,72929,58187,5876,2050,6816,5757
"울산광역시","안경 및 렌즈 소매업",56,165,18784,16776,8605,3373,2073,2725,3333
"울산광역시","한식 음식점업",854,2452,182192,170970,89114,28318,13906,39632,24194
"울산광역시","외국식 음식점업",166,679,46758,44704,20747,10720,3790,9447,10689
"울산광역시","제과점업",172,790,70114,65445,37106,8701,5321,14317,8399
"울산광역시","피자, 햄버거, 샌드위치 및 유사 음식점업",369,1184,79688,73224,39297,11932,3634,18361,11201
"울산광역시","치킨전문점",763,1634,117459,100047,66787,6669,5397,21193,6105
"울산광역시","김밥, 기타 간이음식점 및 포장 판매점",365,971,64819,56639,30860,10247,4828,10704,9838
"울산광역시","생맥주 및 기타 주점업",244,501,29759,26987,14727,3267,2508,6486,3126
"울산광역시","커피 및 기타 비알코올 음료점업",526,1565,76959,68154,26665,16179,10190,15120,15373
"울산광역시","자동차 전문 수리업",123,526,61849,54772,29999,14894,1979,7899,13794
"울산광역시","두발 미용업",70,289,13857,11564,1546,3122,2035,4860,1689
"울산광역시","가정용 세탁업",126,176,9621,8200,2765,623,893,3919,518
"울산광역시","기타 프랜차이즈",626,1819,233878,213010,122834,27623,19550,43003,25143
"세종특별자치시","합계",1684,5462,490871,463826,264640,67447,34413,97326,61147
"세종특별자치시","체인화 편의점",287,1046,122150,122564,86492,11498,3026,21548,10514
"세종특별자치시","문구용품 및 회화용품 소매업",21,57,10037,9498,7166,739,660,933,702
"세종특별자치시","의약품 및 의료용품 소매업",29,68,18980,16739,13372,1139,766,1461,1032
"세종특별자치시","안경 및 렌즈 소매업",22,47,6498,6086,3083,946,1008,1048,859
"세종특별자치시","한식 음식점업",294,902,69050,65487,32206,11581,5793,15907,9906
"세종특별자치시","외국식 음식점업",76,281,23729,25715,10646,5011,2359,7698,4911
"세종특별자치시","제과점업",63,324,25651,24393,15718,3183,1851,3641,3174
"세종특별자치시","피자, 햄버거, 샌드위치 및 유사 음식점업",110,471,35482,32943,16726,6163,2112,7942,5169
"세종특별자치시","치킨전문점",165,473,38493,32704,19616,3602,2485,7000,3344
"세종특별자치시","김밥, 기타 간이음식점 및 포장 판매점",139,440,29943,26450,13543,4211,2768,5929,3834
"세종특별자치시","생맥주 및 기타 주점업",57,133,7054,6467,2863,1183,784,1638,1053
"세종특별자치시","커피 및 기타 비알코올 음료점업",137,434,22255,20268,7622,5129,2499,5018,4919
"세종특별자치시","자동차 전문 수리업",24,94,12911,11094,5482,2300,223,3089,2072
"세종특별자치시","두발 미용업",26,114,5738,5310,1409,1442,732,1727,1421
"세종특별자치시","가정용 세탁업",68,88,4876,4038,659,544,580,2255,417
"세종특별자치시","기타 프랜차이즈",166,490,58024,54071,28036,8775,6768,10491,7820
"경기도","합계",60707,217161,20851396,19579679,11875367,2625211,1467318,3611783,2453487
"경기도","체인화 편의점",12280,56042,6851704,6767837,4923370,519073,261256,1064138,504866
"경기도","문구용품 및 회화용품 소매업",471,1173,196648,178960,129238,14747,12554,22421,14075
"경기도","의약품 및 의료용품 소매업",1068,3494,1110879,1041090,845408,77686,36745,81250,68372
"경기도","안경 및 렌즈 소매업",809,2073,267602,239430,123118,41870,36619,37823,38751
"경기도","한식 음식점업",9462,31278,2616827,2442929,1147584,461240,289258,544846,446083
"경기도","외국식 음식점업",2332,10806,804449,761988,343743,177254,81358,159632,172206
"경기도","제과점업",1957,8856,896551,844379,550357,102471,64886,126666,97366
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업",3518,14745,1074619,966339,510097,165217,81483,209542,156515
"경기도","치킨전문점",6576,15080,1432803,1238225,760942,99169,95586,282529,85509
"경기도","김밥, 기타 간이음식점 및 포장 판매점",4076,12134,840433,755650,410317,114367,81450,149515,101124
"경기도","생맥주 및 기타 주점업",2252,6333,393377,344597,158109,62938,46460,77090,55193
"경기도","커피 및 기타 비알코올 음료점업",5136,18352,915578,819583,333509,174366,123246,188462,159008
"경기도","자동차 전문 수리업",1426,6993,867174,792137,370541,217334,41749,162512,199456
"경기도","두발 미용업",1230,5846,295871,259766,49732,86206,35428,88400,65391
"경기도","가정용 세탁업",1422,2171,146706,125303,42231,20937,16936,45199,15978
"경기도","기타 프랜차이즈",6692,21785,2140175,2001466,1177069,290337,162303,371757,273591
"강원도","합계",7904,24394,2418370,2290798,1475515,299576,102742,412965,268227
"강원도","체인화 편의점",1989,7142,911279,914674,656297,79582,21301,157494,70588
"강원도","문구용품 및 회화용품 소매업",70,152,18123,16181,12992,1102,552,1536,943
"강원도","의약품 및 의료용품 소매업",129,375,140982,129253,111589,6943,2337,8384,6598
"강원도","안경 및 렌즈 소매업",80,243,27434,24130,12248,5299,2524,4060,5135
"강원도","한식 음식점업",940,2780,207400,193543,101508,33813,12979,45243,30251
"강원도","외국식 음식점업",223,1090,80529,76887,33605,21198,5030,17054,17317
"강원도","제과점업",242,880,84223,79674,53861,9933,4980,10901,9821
"강원도","피자, 햄버거, 샌드위치 및 유사 음식점업",530,1717,123778,113335,63563,17587,5753,26432,16419
"강원도","치킨전문점",1135,2206,174944,149689,99400,11886,8816,29587,10761
"강원도","김밥, 기타 간이음식점 및 포장 판매점",444,1177,77444,67577,40708,9630,4865,12374,8736
"강원도","생맥주 및 기타 주점업",362,742,41791,36623,17329,5811,3771,9712,5188
"강원도","커피 및 기타 비알코올 음료점업",580,1980,98708,83324,37855,18987,7571,18911,17754
"강원도","자동차 전문 수리업",228,1176,123477,111691,58486,31875,3214,18116,27918
"강원도","두발 미용업",38,159,7443,6696,1712,1832,781,2371,1338
"강원도","가정용 세탁업",86,141,7002,5662,2348,876,741,1697,797
"강원도","기타 프랜차이즈",828,2434,293813,281859,172015,43221,17530,49093,38664
"충청북도","합계",7806,23333,2178422,2049845,1324534,253921,110579,360812,223730
"충청북도","체인화 편의점",1631,5906,683061,692835,497956,51325,18145,125409,42812
"충청북도","문구용품 및 회화용품 소매업",56,163,28590,26127,20757,2081,929,2360,1928
"충청북도","의약품 및 의료용품 소매업",85,299,107000,96672,80995,7197,1963,6517,6563
"충청북도","안경 및 렌즈 소매업",126,301,32361,28856,14758,5386,3506,5207,4965
"충청북도","한식 음식점업",1234,3424,255806,237628,129369,39770,19969,48520,35486
"충청북도","외국식 음식점업",248,957,64752,60656,28857,14786,4470,12543,12899
"충청북도","제과점업",284,995,82824,77252,51396,8593,4928,12335,7892
"충청북도","피자, 햄버거, 샌드위치 및 유사 음식점업",494,1710,119819,108474,59260,18142,7495,23577,17203
"충청북도","치킨전문점",965,1954,167174,145200,97416,11320,9849,26615,9443
"충청북도","김밥, 기타 간이음식점 및 포장 판매점",481,1215,76427,66352,40899,8697,5049,11706,7338
"충청북도","생맥주 및 기타 주점업",406,917,47089,41387,20159,7678,4136,9413,6726
"충청북도","커피 및 기타 비알코올 음료점업",554,1849,87100,78320,33421,16890,11234,16775,15422
"충청북도","자동차 전문 수리업",195,973,119078,109513,60364,28067,3103,17979,25398
"충청북도","두발 미용업",76,256,14831,13334,4274,3379,1799,3881,2931
"충청북도","가정용 세탁업",123,144,9258,6725,1116,146,978,4485,146
"충청북도","기타 프랜차이즈",848,2270,283252,260515,183535,30465,13025,33490,26578
"충청남도","합계",10343,31701,3084220,2897631,1806583,369295,167899,553854,324051
"충청남도","체인화 편의점",2377,8101,1090126,1086350,780030,73362,34846,198113,61368
"충청남도","문구용품 및 회화용품 소매업",80,217,40631,37728,29466,2963,1746,3553,2586
"충청남도","의약품 및 의료용품 소매업",95,344,105931,97222,80617,6630,3190,6784,6401
"충청남도","안경 및 렌즈 소매업",123,346,44362,39072,20675,7646,4341,6411,7241
"충청남도","한식 음식점업",1679,4904,357116,333604,177122,59308,26442,70733,49637
"충청남도","외국식 음식점업",331,1377,101995,97164,44773,22806,8526,21060,21486
"충청남도","제과점업",330,1275,119476,110432,72923,15078,6509,15921,14371
"충청남도","피자, 햄버거, 샌드위치 및 유사 음식점업",643,2265,175251,161684,89855,25634,11220,34975,21800
"충청남도","치킨전문점",1229,2664,216679,185678,120150,15261,10771,39496,13208
"충청남도","김밥, 기타 간이음식점 및 포장 판매점",662,1593,98660,86794,49773,11600,6845,18576,10003
"충청남도","생맥주 및 기타 주점업",436,1154,63609,57390,28232,10527,5785,12845,9854
"충청남도","커피 및 기타 비알코올 음료점업",724,2300,128869,112581,46235,25864,13297,27185,23270
"충청남도","자동차 전문 수리업",270,1319,159888,145896,71002,42363,4393,28137,39806
"충청남도","두발 미용업",102,421,24101,20567,4473,6026,2146,7921,5232
"충청남도","가정용 세탁업",188,275,15832,14379,3291,2732,2611,5745,1337
"충청남도","기타 프랜차이즈",1074,3146,341694,311088,187965,41492,25232,56399,36452
"전라북도","합계",7768,24423,2127130,1990716,1278494,265458,97793,348971,245494
"전라북도","체인화 편의점",1437,5136,570729,570385,408765,49444,10690,101485,42739
"전라북도","문구용품 및 회화용품 소매업",46,111,14447,12959,9960,1165,387,1448,1057
"전라북도","의약품 및 의료용품 소매업",99,330,97152,89150,76084,6254,1075,5737,5446
"전라북도","안경 및 렌즈 소매업",151,383,38643,33685,16533,6613,3275,7263,6080
"전라북도","한식 음식점업",1137,3755,265702,250308,146068,40385,17599,46255,38439
"전라북도","외국식 음식점업",229,1083,76761,72212,36588,17015,5894,12716,16700
"전라북도","제과점업",277,948,97388,92005,63423,11604,5393,11585,11111
"전라북도","피자, 햄버거, 샌드위치 및 유사 음식점업",531,1631,108522,101034,61695,16016,5806,17517,15180
"전라북도","치킨전문점",896,2207,167576,148171,100891,13818,8831,24631,13123
"전라북도","김밥, 기타 간이음식점 및 포장 판매점",571,1597,110028,98791,58861,14278,6613,19039,12737
"전라북도","생맥주 및 기타 주점업",391,1031,55315,50229,26778,9134,4643,9673,8722
"전라북도","커피 및 기타 비알코올 음료점업",729,2489,113016,96218,40476,23001,12622,20119,21730
"전라북도","자동차 전문 수리업",230,885,103962,91317,47745,22375,1196,20002,20338
"전라북도","두발 미용업",76,277,12604,10799,1859,3310,1367,4264,3193
"전라북도","가정용 세탁업",98,127,6419,5971,3588,684,338,1361,550
"전라북도","기타 프랜차이즈",870,2433,288866,267482,179181,30362,12063,45875,28351
"전라남도","합계",7274,21852,2051312,1910582,1266103,223252,74712,346514,205335
"전라남도","체인화 편의점",1369,5185,593259,593109,424723,42982,11258,114146,36045
"전라남도","문구용품 및 회화용품 소매업",68,165,25170,22921,17822,1544,500,3055,1404
"전라남도","의약품 및 의료용품 소매업",129,446,177486,160820,135831,10943,2617,11430,10610
"전라남도","안경 및 렌즈 소매업",120,298,34423,30585,16797,4583,3098,6108,4342
"전라남도","한식 음식점업",973,2620,184157,170132,94178,26714,8670,40570,25957
"전라남도","외국식 음식점업",201,859,58336,54586,27928,11557,4597,10504,11515
"전라남도","제과점업",267,964,90393,84875,55652,12046,5514,11663,11278
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업",453,1429,107470,97572,59760,13356,4532,19924,12520
